Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
NCF54,OUT019,828.9654541
FDZ08,OUT046,1382.244507
NCJ05,OUT018,2173.147461
FDF59,OUT046,2059.016296
NCO05,OUT035,1666.788025
FDW24,OUT018,558.890564
NCX42,OUT018,2345.820496
NCA53,OUT035,858.9820557
FDI45,OUT019,951.1503906
FDG46,OUT046,1856.579041
FDM20,OUT010,1968.261353
FDW11,OUT010,891.3968506
FDX08,OUT035,2936.557129
NCK17,OUT035,735.2820435
FDK32,OUT018,2213.01001
NCA42,OUT035,2562.90918
DRI01,OUT035,2747.956665
NCL55,OUT049,4090.015503
DRE25,OUT018,1219.737061
FDD14,OUT017,3057.076965
FDB10,OUT046,3716.892456
DRN11,OUT035,2345.167419
FDP38,OUT018,606.8082886
NCA30,OUT017,3083.02124
FDT15,OUT017,3123.49469
NCP55,OUT018,657.1831055
FDF12,OUT035,2417.422607
FDM21,OUT018,3757.172913
FDX56,OUT035,3379.660461
FDF10,OUT017,2473.838562
FDT32,OUT045,3065.330872
FDM51,OUT018,1407.735229
NCR50,OUT018,2154.993164
FDI19,OUT049,3932.660217
FDX21,OUT017,1867.351563
FDR31,OUT035,2447.06781
FDY02,OUT013,4144.595154
NCA29,OUT045,2665.303223
NCX17,OUT046,3641.629944
FDM12,OUT045,3046.884705
FDI53,OUT027,4003.544189
NCU30,OUT049,2676.819214
FDC56,OUT027,3408.884094
FDK27,OUT018,1710.010437
NCK18,OUT017,2768.021179
FDB52,OUT019,2128.947571
DRG25,OUT027,4423.773865
FDZ13,OUT049,1013.307495
FDB57,OUT019,1725.670471
FDR40,OUT046,1371.311462
NCO14,OUT019,1174.544312
NCN19,OUT045,3005.19397
FDQ28,OUT019,585.1558838
FDO13,OUT018,2355.466248
FDK48,OUT013,1291.510132
FDU07,OUT018,2186.609863
FDW20,OUT046,2002.395264
FDV12,OUT010,283.717041
FDH24,OUT013,2558.031006
FDV59,OUT049,3527.780334
FDK57,OUT045,1902.415527
FDL16,OUT027,2164.674622
NCQ17,OUT046,2458.145264
FDJ15,OUT018,2664.40625
FDX24,OUT049,1611.005066
FDT47,OUT046,1606.366211
FDT10,OUT049,1131.060425
FDZ37,OUT018,1225.859314
FDW43,OUT027,5162.140015
DRN36,OUT017,1662.88855
FDJ14,OUT045,1371.560181
FDA32,OUT013,3511.243408
FDJ38,OUT019,1192.133545
FDQ57,OUT017,2475.915649
NCQ41,OUT019,1170.215881
FDG56,OUT049,1156.588013
DRC13,OUT027,3459.89856
FDV55,OUT035,2386.492432
FDQ49,OUT045,2536.251831
FDE29,OUT010,975.2553711
FDR03,OUT013,3332.688843
FDD45,OUT049,1631.046326
FDN38,OUT010,2089.109802
FDT56,OUT046,1020.366577
FDT48,OUT045,3167.364197
FDU03,OUT049,3003.760071
FDC56,OUT010,1.08605957
NCO43,OUT027,3035.268982
FDQ27,OUT017,1833.552246
FDR03,OUT046,3319.074219
DRH23,OUT010,1060.023438
FDG22,OUT045,671.0056763
NCJ42,OUT013,1674.8974
FDR24,OUT046,1507.478577
FDW60,OUT035,2903.834045
FDJ08,OUT013,3069.048523
DRL59,OUT018,599.2646484
FDG60,OUT010,1760.950623
FDW27,OUT017,2671.971436
FDX14,OUT018,927.3653564
FDC20,OUT013,999.763916
NCS29,OUT018,3877.606506
FDJ56,OUT046,1627.003113
FDB20,OUT019,610.9798584
FDL28,OUT027,5083.145813
FDW01,OUT018,2169.043335
FDL03,OUT046,3182.569458
FDX22,OUT049,3455.790161
FDJ21,OUT035,2393.401428
FDR31,OUT045,2420.734863
FDG21,OUT035,2672.827332
FDS22,OUT027,2210.696289
FDK08,OUT035,1714.285156
FDE17,OUT018,2155.480469
NCN30,OUT017,1662.736084
FDT50,OUT046,1556.480103
NCX42,OUT049,2681.281128
FDJ12,OUT035,3392.5802
NCA18,OUT027,3299.696472
FDP23,OUT019,1557.75116
FDX12,OUT013,3885.788147
FDN40,OUT018,2130.431091
FDV48,OUT035,1364.774658
NCY54,OUT013,2705.6922
FDL16,OUT010,1212.224426
FDR45,OUT018,3516.689087
FDJ52,OUT046,2551.455261
DRG01,OUT017,1377.46344
FDP52,OUT013,3699.310974
FDU58,OUT017,3147.798767
FDL02,OUT045,1743.714417
FDG28,OUT013,3909.95813
FDA19,OUT035,2146.311584
FDW46,OUT027,2571.23291
NCD43,OUT049,1735.892151
DRG39,OUT013,895.1837158
NCF55,OUT049,682.3774414
FDJ07,OUT046,1909.604309
FDE08,OUT046,2424.803589
FDP56,OUT019,1036.209656
FDT45,OUT045,863.1484985
FDF17,OUT018,2798.152466
FDX44,OUT046,1459.158752
FDM28,OUT027,4285.103638
FDI36,OUT049,3279.334656
FDS07,OUT045,1860.767273
FDD36,OUT045,1886.428223
FDW11,OUT046,1008.687256
FDN40,OUT049,2531.374146
NCQ18,OUT049,1623.114075
NCQ54,OUT017,2764.663086
NCS42,OUT045,1432.282898
DRH39,OUT010,698.845459
FDC09,OUT027,3201.765015
FDT08,OUT010,521.2235718
FDC08,OUT035,3681.417114
FDT20,OUT017,815.6866455
FDS35,OUT035,1100.954102
FDX58,OUT018,2612.823792
FDW58,OUT046,1691.170227
DRD27,OUT046,1596.143127
FDH32,OUT019,300.2336426
FDS26,OUT035,4139.271667
FDQ31,OUT046,1487.232483
FDP11,OUT018,3203.505798
FDD58,OUT017,1741.477966
FDM33,OUT045,3428.586243
FDZ16,OUT049,3193.948364
NCS29,OUT010,2250.698364
NCM18,OUT019,956.5630493
FDP11,OUT049,3576.394897
NCC42,OUT017,2394.361023
DRM23,OUT046,2729.441833
NCN55,OUT027,5214.582397
FDK46,OUT013,4103.557251
FDR01,OUT046,3227.763733
NCA05,OUT045,2379.026062
NCP43,OUT017,2956.453369
FDR12,OUT010,845.3169556
FDQ01,OUT013,4125.631287
FDM13,OUT046,2110.200623
FDQ19,OUT017,4068.760498
FDK56,OUT019,1056.963501
NCX06,OUT010,961.2689209
FDO56,OUT027,3433.662903
FDU45,OUT045,1834.543579
FDI16,OUT019,1003.569031
FDL32,OUT046,1874.814758
FDA07,OUT046,2061.97229
FDA14,OUT045,2283.78479
FDV46,OUT027,3686.910828
NCO07,OUT035,3414.254456
NCP41,OUT046,1704.387085
FDY60,OUT018,2040.917114
FDN38,OUT017,4174.984558
FDO15,OUT046,1276.115051
FDT60,OUT013,1991.29303
FDA55,OUT035,3672.312378
FDE02,OUT010,378.7770386
DRJ39,OUT049,3596.160645
FDV34,OUT035,1311.690308
FDS20,OUT027,4409.741638
FDF02,OUT027,3127.195007
FDW40,OUT017,2436.942871
NCB43,OUT046,2918.982544
FDR58,OUT017,1611.533081
DRJ59,OUT035,738.6035156
NCD30,OUT017,1707.655273
FDE14,OUT017,1798.461731
FDC28,OUT018,1438.79718
FDU16,OUT018,1104.244324
NCD19,OUT035,952.782959
FDU21,OUT046,644.1455688
FDV59,OUT027,4901.190552
FDU03,OUT045,2918.327026
FDC33,OUT010,1311.707642
NCR42,OUT035,618.8140869
DRH59,OUT035,1279.166809
NCM31,OUT035,2308.274536
FDS50,OUT035,3518.281494
FDP39,OUT046,872.9653931
FDQ55,OUT013,1988.925537
FDV36,OUT019,109.4963379
FDI05,OUT027,2703.593872
FDS45,OUT027,3216.08374
FDA39,OUT045,661.1598511
FDC37,OUT010,165.5580444
FDJ60,OUT027,4140.89093
DRQ35,OUT046,1974.678528
NCJ06,OUT046,1890.946838
NCY42,OUT018,2008.713867
DRM37,OUT049,3183.654785
FDR14,OUT045,777.9862671
FDE51,OUT049,827.7643433
FDT33,OUT017,2834.892212
FDR08,OUT013,1875.501038
FDE36,OUT010,730.0911255
FDL22,OUT019,440.03302
FDR44,OUT013,2203.682434
FDI56,OUT019,433.5413818
FDE47,OUT010,140.6343384
FDV27,OUT010,415.6707764
FDV10,OUT049,836.2977905
FDC40,OUT045,1253.964355
NCX41,OUT013,3369.04071
NCQ38,OUT027,3131.898254
FDV12,OUT027,3114.833191
FDE52,OUT017,1571.84729
FDG20,OUT027,4319.923767
FDV16,OUT027,2048.292297
FDI32,OUT017,1983.260803
FDJ32,OUT049,1144.055847
FDN39,OUT018,2462.626648
FDY34,OUT017,2849.062683
FDC14,OUT035,820.475769
FDA55,OUT017,3771.685791
FDZ50,OUT010,957.5649414
DRG13,OUT049,2704.921509
FDP01,OUT013,2516.760132
NCG54,OUT017,2848.566711
FDM13,OUT045,2109.366699
NCO18,OUT027,4261.967163
NCW41,OUT013,2523.043762
FDM52,OUT027,3794.523254
NCF55,OUT035,625.2644653
FDT09,OUT046,2145.729309
NCM19,OUT035,1812.889282
FDW12,OUT018,2110.235107
FDP15,OUT019,2140.240723
FDK36,OUT045,811.2553101
FDZ25,OUT035,2856.616455
NCW06,OUT049,3130.249023
FDW60,OUT046,2892.352234
DRC49,OUT013,2324.970276
NCT17,OUT035,3055.535828
NCN06,OUT018,2298.135315
FDC45,OUT013,2760.263367
DRJ47,OUT019,831.4036255
NCF06,OUT045,4047.517822
FDE21,OUT010,6.996826172
DRG27,OUT013,709.6879883
FDW40,OUT049,2365.111511
NCO53,OUT046,2901.900391
FDE23,OUT049,913.4361572
FDQ16,OUT046,1723.978271
FDS26,OUT045,4031.902222
FDZ13,OUT010,1076.849548
FDS14,OUT049,2544.106506
FDC10,OUT045,1928.24939
FDY16,OUT049,3045.484619
FDJ20,OUT035,2123.72644
FDV43,OUT035,794.3875122
FDZ32,OUT027,3234.426758
FDR23,OUT046,2782.41217
FDN24,OUT035,916.4595947
FDE34,OUT027,4338.188904
FDU31,OUT013,3567.192383
FDW33,OUT018,1434.441589
FDU26,OUT046,1879.175293
FDE20,OUT027,4235.332886
NCW05,OUT035,1724.412354
FDB22,OUT018,2133.963928
FDO56,OUT046,1943.397461
FDA19,OUT027,3559.881531
DRI39,OUT045,904.4570923
FDH52,OUT018,735.7756348
FDZ50,OUT035,2942.192627
NCN42,OUT035,2372.143738
FDB53,OUT013,2357.281189
DRG11,OUT017,1897.388428
DRK11,OUT027,3837.86908
FDQ60,OUT017,2139.073608
FDT36,OUT017,717.8405151
DRG25,OUT018,2652.178162
DRJ23,OUT046,3025.799377
FDG05,OUT035,2581.050293
NCK06,OUT018,1645.148499
FDU52,OUT017,2581.91333
FDW07,OUT018,1201.754883
NCM17,OUT045,732.1322021
FDA22,OUT045,2692.129578
NCA41,OUT018,2799.516663
FDF38,OUT035,830.8591919
FDH52,OUT046,1044.735962
FDY58,OUT019,1679.384155
FDZ16,OUT045,3080.897766
NCM18,OUT017,1118.179565
FDA22,OUT018,2397.998352
NCJ43,OUT035,2826.382141
FDI34,OUT027,5126.523071
FDG56,OUT046,1077.102539
FDS34,OUT046,1883.577698
DRC01,OUT035,918.5887451
FDQ04,OUT035,690.1560669
FDK04,OUT035,986.3014526
FDT51,OUT049,1922.455017
FDV26,OUT017,3242.831055
FDS04,OUT049,2351.651794
FDW43,OUT018,3410.952881
FDQ28,OUT010,552.3685913
NCK06,OUT017,2064.994873
FDS23,OUT018,1798.535339
FDZ36,OUT019,1120.909851
FDE56,OUT018,796.0059814
FDW10,OUT027,4220.821716
NCN14,OUT045,2905.184143
NCQ18,OUT045,1520.973572
FDW08,OUT017,1886.382507
FDU43,OUT035,3860.260742
FDR33,OUT010,170.1687622
FDM24,OUT010,524.9136353
NCZ05,OUT046,1653.083191
NCV41,OUT035,1858.023315
FDV11,OUT018,2533.589966
NCY05,OUT035,673.2196045
FDV44,OUT018,2796.250854
FDW32,OUT049,1529.694092
NCU18,OUT027,3698.607056
NCC43,OUT035,3989.38208
FDW19,OUT013,1893.185913
FDN31,OUT035,3119.661987
FDI48,OUT045,875.0604248
FDS24,OUT017,1638.028442
FDF46,OUT049,1938.360535
DRG23,OUT017,2562.446228
FDG14,OUT018,2202.989807
NCY30,OUT049,2915.194214
FDO28,OUT018,1655.480103
DRD24,OUT035,2306.031128
FDI33,OUT049,1549.664795
FDN32,OUT046,2986.533142
FDR16,OUT045,3370.806946
FDF26,OUT046,2524.768127
NCN29,OUT018,540.8361816
FDE20,OUT045,2756.185303
FDA46,OUT046,3033.296021
FDU28,OUT045,2978.599121
FDQ48,OUT045,1640.506348
FDV36,OUT013,2078.364258
FDR14,OUT018,525.8809814
FDP23,OUT017,3590.181885
FDP56,OUT013,918.7901001
FDK48,OUT010,664.3019409
FDR48,OUT046,2418.234497
NCY29,OUT049,1032.342224
FDM22,OUT018,644.1390381
DRJ01,OUT013,2588.124878
FDZ43,OUT045,3923.947205
FDV03,OUT035,2512.575012
FDX11,OUT027,4370.25238
NCA41,OUT027,4523.805908
FDE38,OUT017,2835.824829
FDI27,OUT018,482.8140869
FDN32,OUT013,2981.5224
NCN43,OUT017,2081.253723
FDB47,OUT027,4726.321472
FDV03,OUT017,2619.737
NCN30,OUT045,1544.783936
NCV54,OUT010,10.75811768
FDV07,OUT013,1838.431091
FDP07,OUT049,3262.453003
FDK48,OUT018,929.8428955
FDM15,OUT019,556.2973633
FDY19,OUT027,3375.120667
FDK46,OUT046,4096.097229
FDY11,OUT045,1125.664185
FDH09,OUT046,1057.371338
FDO08,OUT027,4160.443298
FDU14,OUT013,3943.215271
FDD22,OUT027,3250.806091
FDM27,OUT017,2670.784058
FDL02,OUT027,3222.684143
NCA17,OUT035,2390.494995
FDE38,OUT019,756.6321411
NCG07,OUT049,3057.519409
DRC27,OUT013,3935.930725
FDA27,OUT035,4077.130005
FDW40,OUT045,2262.972717
DRI11,OUT013,1893.171265
FDN50,OUT046,1606.689819
FDR12,OUT046,2772.437683
FDT34,OUT027,3104.175049
FDW11,OUT035,1071.5849
NCO30,OUT027,4341.707642
FDZ34,OUT017,3249.579163
FDU45,OUT017,1994.547302
NCD42,OUT035,683.6032715
FDX25,OUT045,2889.291443
NCR29,OUT046,929.7452393
FDX43,OUT019,811.6899414
FDB04,OUT010,520.2524414
FDR49,OUT027,2239.661682
FDS39,OUT018,1998.955811
FDW58,OUT045,1690.690369
FDG22,OUT019,1218.719055
FDG31,OUT017,1181.918091
NCV53,OUT027,5239.735657
DRJ37,OUT035,2423.755005
FDV07,OUT035,1859.595337
FDW52,OUT018,2385.34491
FDT15,OUT045,2969.72876
FDD02,OUT018,1656.025757
FDM16,OUT035,1277.510193
NCE55,OUT046,2744.261597
FDB57,OUT018,3316.229675
FDQ04,OUT013,728.2039795
FDQ47,OUT019,1306.579346
FDY14,OUT019,2212.656738
DRK37,OUT017,3117.993958
FDO25,OUT017,3483.482361
FDL57,OUT046,4137.29303
NCK29,OUT018,1680.707581
FDK46,OUT027,5556.431152
NCB43,OUT010,978.5736694
DRE01,OUT027,5220.522766
FDC46,OUT018,2638.520996
FDQ23,OUT045,1686.427917
FDX38,OUT049,922.2792358
FDG60,OUT018,3456.661133
FDW55,OUT017,4133.890259
FDP39,OUT013,866.4065552
FDB20,OUT018,1041.202148
FDV21,OUT017,2124.556396
FDZ02,OUT013,1594.87384
FDP19,OUT027,3520.874084
FDA38,OUT035,3842.966125
FDH22,OUT045,1995.129761
DRM11,OUT045,4122.972595
FDO12,OUT027,4541.396118
FDT14,OUT049,2003.099121
FDW34,OUT010,1931.246948
FDG04,OUT027,4426.50531
FDW59,OUT018,1117.563477
FDR33,OUT018,1478.461426
FDP32,OUT013,2125.911377
FDL13,OUT027,5182.133606
FDD22,OUT013,1839.717773
FDV40,OUT027,2596.947754
NCD55,OUT046,674.2950439
FDQ20,OUT010,1170.135925
FDD28,OUT045,922.7312012
FDC39,OUT045,3227.929626
NCR17,OUT049,1981.648499
DRO35,OUT018,1596.754089
FDF40,OUT049,4037.093262
FDR31,OUT018,2109.481384
NCQ41,OUT017,3235.098572
FDP38,OUT046,869.0175781
NCU54,OUT027,4726.494263
FDG22,OUT018,356.6397095
DRK59,OUT013,3739.055603
FDC37,OUT046,1718.13739
NCO42,OUT013,2330.542114
NCT42,OUT017,2516.893555
FDX27,OUT035,1552.756165
FDV40,OUT018,916.0372314
FDT45,OUT027,2347.751953
FDS47,OUT019,501.1011963
FDR45,OUT035,3815.306091
FDB03,OUT045,3743.608154
FDO49,OUT035,975.0562744
FDU60,OUT027,4155.409363
FDB26,OUT018,663.2643433
FDB46,OUT017,3554.229065
FDQ37,OUT019,1192.565796
FDN03,OUT017,4147.341675
NCX30,OUT045,3889.420959
FDK32,OUT019,621.6985474
DRM47,OUT013,3087.154358
NCO02,OUT046,1081.16748
FDP04,OUT013,1071.792358
NCO43,OUT049,1711.292603
FDD59,OUT013,1418.415222
FDQ10,OUT017,2870.743835
FDW45,OUT035,2405.998474
NCK30,OUT049,4096.938293
FDU31,OUT018,3211.843445
NCQ17,OUT019,530.8440552
FDN01,OUT017,2940.281433
FDZ19,OUT049,2903.946472
DRG37,OUT017,2607.492798
FDE32,OUT045,661.9300537
FDO34,OUT049,2761.906128
FDM04,OUT019,1034.058411
FDZ25,OUT049,2887.24231
FDU08,OUT049,1736.161682
NCW30,OUT045,4053.181641
NCM18,OUT013,996.1240234
FDS22,OUT035,800.2608032
NCH18,OUT017,3986.864929
FDC23,OUT013,2899.1521
FDY46,OUT013,2981.601257
NCU06,OUT046,3592.925354
FDX57,OUT045,1607.615417
FDX36,OUT027,5035.110596
FDL16,OUT045,718.8024902
FDT16,OUT010,2222.151245
FDN16,OUT018,1390.291748
FDC03,OUT046,3104.541016
DRF60,OUT013,3782.715149
FDS27,OUT027,4605.793823
FDP33,OUT010,2088.34491
FDJ36,OUT018,1373.17804
NCR42,OUT013,555.5839844
FDV14,OUT017,1493.116699
NCP42,OUT035,3124.009766
FDB50,OUT027,2740.689697
NCC30,OUT027,4234.304749
FDA23,OUT018,1362.259338
FDW16,OUT017,1636.098999
FDQ52,OUT010,1948.481628
FDB58,OUT049,2432.754578
NCP29,OUT049,1144.44519
NCM05,OUT045,4153.690613
FDO25,OUT013,3389.535583
NCM54,OUT046,2010.572632
NCL54,OUT046,2717.94458
FDL39,OUT010,950.3668823
FDF53,OUT018,2592.651611
NCQ42,OUT035,2063.157043
FDF58,OUT013,1063.286499
FDZ04,OUT035,1078.733948
FDE26,OUT019,399.7352295
FDS60,OUT017,2999.183411
FDV58,OUT017,3249.184937
FDM04,OUT045,864.8754272
FDE08,OUT035,2419.14856
NCB43,OUT049,3015.595398
FDU11,OUT010,16.97857666
FDF22,OUT019,1457.098938
FDE24,OUT013,2282.592896
DRJ49,OUT046,2085.979797
NCQ53,OUT035,3776.018127
NCL41,OUT013,634.2800903
FDR22,OUT013,1852.50592
FDH04,OUT035,1568.757385
DRH15,OUT045,708.6055908
FDY40,OUT049,925.5623779
NCI17,OUT035,1607.36438
NCC18,OUT013,2755.420532
FDY28,OUT027,4799.591431
FDB45,OUT027,3165.824951
NCL30,OUT018,1719.359192
FDM10,OUT017,3496.998169
FDH22,OUT027,3473.548828
NCZ53,OUT017,3159.392456
NCI18,OUT013,3525.672424
FDH14,OUT027,3793.374084
FDR36,OUT027,2215.092407
FDW01,OUT045,2432.005066
FDK02,OUT027,3389.278137
FDJ02,OUT018,2142.778259
FDU55,OUT013,4178.935608
NCV18,OUT027,2780.603638
FDH14,OUT018,2009.370056
FDZ37,OUT045,1505.939209
FDX49,OUT049,3840.051147
NCD43,OUT046,1661.062744
FDZ07,OUT013,1106.223389
FDK43,OUT035,2083.573914
FDR32,OUT018,3418.643372
FDT39,OUT013,2510.54718
NCV54,OUT017,2041.506592
FDF38,OUT018,505.7584229
FDV60,OUT046,3159.967712
FDH44,OUT027,3847.012207
FDS21,OUT046,1047.598328
NCL41,OUT045,593.2796631
FDM46,OUT017,1634.301025
FDU27,OUT045,835.3370361
NCJ54,OUT017,3794.376221
DRG51,OUT018,2372.923279
NCA29,OUT019,784.8284302
FDR47,OUT045,3069.759705
NCL19,OUT027,3706.594788
DRG01,OUT049,1312.600952
FDG10,OUT046,1005.634644
NCV05,OUT049,2530.444885
NCH18,OUT019,1924.334717
FDV14,OUT018,1076.399353
DRJ23,OUT035,3071.558594
DRJ11,OUT046,2969.245544
FDZ03,OUT017,3081.10968
FDI27,OUT010,1149.958313
FDJ14,OUT018,1125.74292
FDU32,OUT017,2116.632813
FDD47,OUT027,4223.742004
DRF36,OUT035,3052.303528
FDM21,OUT046,4067.709656
FDV10,OUT018,482.1062012
FDH60,OUT018,2846.847046
FDX47,OUT010,632.5782471
FDT19,OUT019,913.9264526
FDO11,OUT045,4011.331604
FDH24,OUT027,3974.42688
FDL02,OUT018,1511.894958
FDB02,OUT049,2973.396301
FDA43,OUT046,3134.075073
FDG52,OUT045,738.5637207
DRC12,OUT013,3016.742249
FDY37,OUT018,2066.306152
NCU18,OUT045,2211.573364
FDU09,OUT035,1012.651428
DRJ25,OUT027,2229.94043
DRE12,OUT018,1516.642883
DRL47,OUT017,2149.629089
DRK01,OUT046,1528.003174
FDC22,OUT019,1138.635254
FDG44,OUT013,936.5228271
FDW04,OUT035,2153.50415
FDK09,OUT049,3686.694885
NCN43,OUT035,1997.39563
FDG04,OUT049,3057.954102
FDH32,OUT010,361.7542725
DRI47,OUT017,2476.684082
DRE15,OUT013,1267.147644
FDY11,OUT035,1214.308228
FDO60,OUT049,848.0006714
FDQ20,OUT018,458.6830444
FDO57,OUT027,3998.274292
FDT14,OUT019,11.18585205
FDA57,OUT049,773.7462158
DRN35,OUT017,757.4636841
FDJ03,OUT046,830.7763672
FDX28,OUT017,1737.561401
DRE25,OUT045,1435.962463
FDR09,OUT046,4095.834595
FDB23,OUT035,3706.301697
FDO08,OUT045,2670.442017
FDQ23,OUT049,1743.375854
FDW04,OUT013,2135.459656
DRK13,OUT010,1178.609741
NCL17,OUT027,3708.476074
FDY21,OUT035,3101.771545
FDJ38,OUT027,4517.86908
FDA37,OUT019,196.2327881
FDV43,OUT013,805.9481201
FDL36,OUT046,1481.161865
FDD53,OUT045,656.4084473
FDZ19,OUT010,906.8330688
FDV21,OUT045,1970.893311
NCL54,OUT018,2440.184021
DRI47,OUT027,3765.115723
DRG03,OUT049,2576.795349
FDG21,OUT013,2629.867249
FDW03,OUT018,1463.541931
NCI55,OUT046,1916.23822
DRC36,OUT019,912.2854004
FDH22,OUT017,2178.422974
FDV20,OUT045,2103.887024
NCU41,OUT027,4503.456116
FDN46,OUT027,3145.153687
FDK50,OUT045,2602.436462
NCA05,OUT027,3804.973694
DRH01,OUT018,2444.994629
FDT08,OUT018,2140.451721
FDM08,OUT018,3346.831238
FDZ07,OUT035,1111.798645
FDS22,OUT017,944.8603516
FDV35,OUT027,3936.531555
FDI28,OUT010,663.0471802
FDW58,OUT027,3185.470764
FDT52,OUT045,3883.17804
FDY34,OUT046,2658.689514
FDR10,OUT046,2558.681213
FDK57,OUT017,2063.941406
FDR02,OUT027,3167.452942
FDX49,OUT046,3766.808228
FDQ20,OUT046,725.56427
DRK23,OUT045,3970.808472
NCW06,OUT046,3005.574829
FDR31,OUT017,2557.357361
NCE43,OUT013,2673.326416
DRO59,OUT027,2701.298279
FDN09,OUT049,3957.615845
FDR11,OUT046,2598.672241
FDO57,OUT013,2586.450012
NCX18,OUT017,3237.233032
FDB05,OUT018,3628.425476
FDQ08,OUT018,798.8083496
NCG43,OUT035,1527.009094
FDJ56,OUT013,1679.6698
FDA13,OUT010,1283.124939
FDO56,OUT017,2088.545715
FDB37,OUT018,3561.129333
FDZ02,OUT018,1284.693115
FDQ24,OUT046,3947.566711
FDM16,OUT013,1264.136353
FDU35,OUT049,1708.541382
FDT35,OUT035,2778.232178
NCX30,OUT049,3979.085938
FDG04,OUT017,3101.830811
FDI12,OUT035,1485.110107
FDE35,OUT035,1114.276428
NCP14,OUT027,3109.882141
NCY53,OUT045,1746.964539
FDP49,OUT017,1105.600159
FDQ04,OUT017,828.4440308
FDM39,OUT035,2847.677795
FDO58,OUT019,685.2399902
FDC56,OUT017,2077.297363
NCQ54,OUT046,2636.612
FDV10,OUT027,2200.635437
NCK17,OUT046,681.7324829
NCF55,OUT027,2045.858765
FDV33,OUT013,4176.538696
NCH29,OUT019,345.4557495
FDA37,OUT027,3531.659912
FDH46,OUT018,1406.113037
FDS25,OUT035,1883.414185
FDH04,OUT027,2930.161865
FDX52,OUT046,3058.042603
NCD42,OUT017,776.8018188
FDW47,OUT017,2107.007813
FDL25,OUT027,2986.862732
NCJ06,OUT010,17.9420166
FDY09,OUT013,2790.488953
FDS40,OUT046,605.8115845
FDH41,OUT017,3521.148254
FDG38,OUT035,1501.212891
FDU03,OUT027,4356.549927
FDV20,OUT046,2118.741577
DRB13,OUT045,3044.67157
NCQ30,OUT013,1933.32428
NCH06,OUT013,3866.585083
FDU50,OUT018,1529.252686
NCO42,OUT019,393.2151489
FDW09,OUT018,1064.891541
FDH04,OUT013,1528.894043
FDC21,OUT045,1796.605164
FDL21,OUT049,825.6634521
FDM46,OUT010,447.5814819
FDT22,OUT019,934.0036621
FDB28,OUT035,3143.243103
FDI12,OUT018,1192.657898
FDA28,OUT045,2026.177368
FDF59,OUT013,2102.314392
FDM45,OUT027,3437.098633
FDQ56,OUT017,1518.127808
FDR46,OUT049,2399.948914
FDT01,OUT013,3439.35144
FDD16,OUT027,2649.629211
NCU30,OUT010,625.8460083
FDM40,OUT010,314.5848999
FDI56,OUT035,1581.989807
NCS30,OUT013,2034.217102
FDU08,OUT017,1778.461182
FDX51,OUT027,4597.985352
FDA43,OUT045,3137.91449
FDX59,OUT010,1326.929688
FDC37,OUT018,1437.231262
FDP58,OUT013,3473.388306
NCY42,OUT035,2301.086304
FDF21,OUT018,2807.183472
FDU10,OUT027,2136.28833
DRL47,OUT018,1723.561646
FDA58,OUT018,3471.506104
FDJ22,OUT049,3145.339172
FDK50,OUT046,2593.906738
FDO38,OUT035,1346.191772
DRF60,OUT035,3817.898621
NCZ42,OUT019,1817.962646
FDD35,OUT049,2037.189087
FDL25,OUT045,1523.773254
FDJ16,OUT013,943.6500244
DRK59,OUT049,3811.075256
FDI50,OUT046,3733.90918
NCB19,OUT045,1361.300659
DRI37,OUT035,1000.76239
FDA14,OUT027,3759.177734
FDC08,OUT018,3386.82019
FDS45,OUT046,1728.357544
FDI21,OUT049,1177.741211
DRJ47,OUT035,2822.080444
DRE37,OUT027,4416.033386
FDT55,OUT018,2317.20343
NCG42,OUT027,3484.963379
FDA31,OUT049,2842.873108
NCW42,OUT046,3476.068848
FDF50,OUT017,3259.735474
FDK56,OUT049,3079.916748
FDX10,OUT035,701.4436035
NCK07,OUT027,4032.844971
FDZ49,OUT017,3712.422424
FDR33,OUT013,1780.839661
FDO44,OUT018,1533.195984
FDA20,OUT046,2996.186768
NCL30,OUT045,1997.894714
FDI05,OUT019,696.7588501
FDQ12,OUT018,3345.225037
FDH47,OUT017,1754.39386
FDH34,OUT018,2673.418579
FDF29,OUT046,2127.059326
FDG40,OUT018,291.4869385
NCE18,OUT017,4053.911621
FDP21,OUT010,1132.734924
FDY50,OUT013,1406.228027
FDB36,OUT049,2210.590698
NCZ29,OUT049,2122.686646
FDU20,OUT018,1710.287109
FDO56,OUT013,1999.154785
FDW31,OUT049,3311.091614
DRH59,OUT013,1254.890381
NCB30,OUT017,3245.676331
FDK43,OUT027,3507.608704
FDW43,OUT045,3692.59198
NCL19,OUT017,2385.748169
FDJ27,OUT046,1647.348938
FDC45,OUT046,2715.395508
FDY40,OUT035,912.2523804
NCM41,OUT035,1531.713928
NCK18,OUT019,700.9814453
FDP37,OUT049,2161.745605
FDA27,OUT027,5486.216309
NCX30,OUT035,3929.765015
FDR09,OUT017,4186.411377
FDG08,OUT027,4245.359741
NCU30,OUT013,2624.799744
FDB16,OUT017,1522.773926
FDM16,OUT017,1369.123718
FDC48,OUT013,1370.516602
NCF18,OUT046,2970.009827
FDU46,OUT018,1177.728516
FDH41,OUT018,3091.979797
NCN42,OUT010,381.585083
FDU49,OUT046,1503.819824
FDB20,OUT027,2753.507996
